string_id,block_id,index,lang_id,len_chars,text
30383,1899,15,0,22,PreMet Buffer Leg Pads
30384,1900,0,0,23,PreMet Contact Leg Pads
30385,1900,1,0,25,PreMet Collision Leg Pads
30386,1900,2,0,22,PreMet Impact Leg Pads
30387,1900,3,0,21,Dilatant 46b Leg Pads
30388,1900,4,0,24,Aramid Modified Leg Pads
30389,1900,5,0,29,Dilatant 50b Assault Leg Pads
30390,1900,6,0,21,Aramid Basic Leg Pads
30391,1900,7,0,28,Infensus Minimalist Leg Pads
30392,1900,8,0,23,Infensus Shock Leg Pads
30393,1900,9,0,28,Infensus X1 Assault Leg Pads
30394,1900,10,0,23,Infensus Heavy Leg Pads
30395,1900,11,0,31,XenoTech Expeditionary Leg Pads
30396,1900,12,0,14,Exile Leg Pads
30397,1900,13,0,26,Locans Stabilized Leg Pads
30398,1900,14,0,31,Pythica Durable Battle Leg Pads
30399,1900,15,0,26,NanoTech Vitality Leg Pads
30400,1901,0,0,14,Leech Leg Pads
30401,1901,1,0,25,Justicar Powered Leg Pads
30402,1901,2,0,22,PreMet Tremor Leg Pads
30403,1901,3,0,23,Aramid Altered Leg Pads
30404,1901,4,0,28,Infensus Essentials Leg Pads
30405,1901,5,0,24,Jack-o'-lantern Leg Pads
30406,1901,6,0,17,Skeleton Leg Pads
30407,1901,7,0,15,Backer Leg Pads
30408,1901,8,0,0,
30409,1901,9,0,0,
30410,1901,10,0,24,Envirotech Gloves (Male)
30411,1901,11,0,22,Infusion Gloves (Male)
30412,1901,12,0,23,Infostyle Gloves (Male)
30413,1901,13,0,28,Locans Defense Gloves (Male)
30414,1901,14,0,29,Locans Ethereal Gloves (Male)
30415,1901,15,0,27,Locans Patrol Gloves (Male)
30416,1902,0,0,30,Locans Pressured Gloves (Male)
30417,1902,1,0,40,Pythica Special Operations Gloves (Male)
30418,1902,2,0,37,Pythica Mobile Infantry Gloves (Male)
30419,1902,3,0,24,Pythica S1 Gloves (Male)
30420,1902,4,0,38,Pythica Sustained Battle Gloves (Male)
30421,1902,5,0,29,NanoTech Trauma Gloves (Male)
30422,1902,6,0,28,NanoTech Scout Gloves (Male)
30423,1902,7,0,30,NanoTech Voltaic Gloves (Male)
30424,1902,8,0,32,NanoTech Cognizant Gloves (Male)
30425,1902,9,0,23,Hypobaric Gloves (Male)
30426,1902,10,0,23,Metabolic Gloves (Male)
30427,1902,11,0,19,Venom Gloves (Male)
30428,1902,12,0,26,Detox Combat Gloves (Male)
30429,1902,13,0,27,Delta Powered Gloves (Male)
30430,1902,14,0,27,Havoc Powered Gloves (Male)
30431,1902,15,0,31,Firstborn Powered Gloves (Male)
30432,1903,0,0,33,Legionnaire Powered Gloves (Male)
30433,1903,1,0,27,PreMet Buffer Gloves (Male)
30434,1903,2,0,28,PreMet Contact Gloves (Male)
30435,1903,3,0,30,PreMet Collision Gloves (Male)
30436,1903,4,0,27,PreMet Impact Gloves (Male)
30437,1903,5,0,26,Dilatant 46b Gloves (Male)
30438,1903,6,0,29,Aramid Modified Gloves (Male)
30439,1903,7,0,26,Dilatant 50b Gloves (Male)
30440,1903,8,0,26,Aramid Basic Gloves (Male)
30441,1903,9,0,33,Infensus Minimalist Gloves (Male)
30442,1903,10,0,28,Infensus Shock Gloves (Male)
30443,1903,11,0,33,Infensus X1 Assault Gloves (Male)
30444,1903,12,0,28,Infensus Heavy Gloves (Male)
30445,1903,13,0,22,Hockey Gloves (Female)
30446,1903,14,0,24,Egyptian Knight (Female)
30447,1903,15,0,23,Crystal Gloves (Female)
30448,1904,0,0,29,Locans Defense Gloves(Female)
30449,1904,1,0,31,Locans Ethereal Gloves (Female)
30450,1904,2,0,29,Locans Patrol Gloves (Female)
30451,1904,3,0,32,Locans Pressured Gloves (Female)
30452,1904,4,0,42,Pythica Special Operations Gloves (Female)
30453,1904,5,0,39,Pythica Mobile Infantry Gloves (Female)
30454,1904,6,0,26,Pythica S1 Gloves (Female)
30455,1904,7,0,40,Pythica Sustained Battle Gloves (Female)
30456,1904,8,0,31,NanoTech Trauma Gloves (Female)
30457,1904,9,0,30,NanoTech Scout Gloves (Female)
30458,1904,10,0,32,NanoTech Voltaic Gloves (Female)
30459,1904,11,0,34,NanoTech Cognizant Gloves (Female)
30460,1904,12,0,25,Hypobaric Gloves (Female)
30461,1904,13,0,25,Metabolic Gloves (Female)
30462,1904,14,0,21,Venom Gloves (Female)
30463,1904,15,0,28,Detox Combat Gloves (Female)
30464,1905,0,0,29,Delta Powered Gloves (Female)
30465,1905,1,0,29,Havoc Powered Gloves (Female)
30466,1905,2,0,33,Firstborn Powered Gloves (Female)
30467,1905,3,0,35,Legionnaire Powered Gloves (Female)
30468,1905,4,0,29,PreMet Buffer Gloves (Female)
30469,1905,5,0,30,PreMet Contact Gloves (Female)
30470,1905,6,0,32,PreMet Collision Gloves (Female)
30471,1905,7,0,29,PreMet Impact Gloves (Female)
30472,1905,8,0,28,Dilatant 46b Gloves (Female)
30473,1905,9,0,31,Aramid Modified Gloves (Female)
30474,1905,10,0,28,Dilatant 50b Gloves (Female)
30475,1905,11,0,28,Aramid Basic Gloves (Female)
30476,1905,12,0,35,Infensus Minimalist Gloves (Female)
30477,1905,13,0,30,Infensus Shock Gloves (Female)
30478,1905,14,0,35,Infensus X1 Assault Gloves (Female)
30479,1905,15,0,30,Infensus Heavy Gloves (Female)
30480,1906,0,0,23,Incognito Gloves (Male)
30481,1906,1,0,36,XenoTech Expeditionary Gloves (Male)
30482,1906,2,0,25,Incognito Gloves (Female)
30483,1906,3,0,22,Skeleton Gloves (Male)
30484,1906,4,0,24,Skeleton Gloves (Female)
30485,1906,5,0,29,Jack-o'-lantern Gloves (Male)
30486,1906,6,0,31,Jack-o'-lantern Gloves (Female)
30487,1906,7,0,33,Locans Stabilized Gloves (Female)
30488,1906,8,0,31,Locans Stabilized Gloves (Male)
30489,1906,9,0,38,Pythica Durable Battle Gloves (Female)
30490,1906,10,0,36,Pythica Durable Battle Gloves (Male)
30491,1906,11,0,33,NanoTech Vitality Gloves (Female)
30492,1906,12,0,31,NanoTech Vitality Gloves (Male)
30493,1906,13,0,21,Leech Gloves (Female)
30494,1906,14,0,19,Leech Gloves (Male)
30495,1906,15,0,32,Justicar Powered Gloves (Female)
30496,1907,0,0,30,Justicar Powered Gloves (Male)
30497,1907,1,0,29,PreMet Tremor Gloves (Female)
30498,1907,2,0,27,PreMet Tremor Gloves (Male)
30499,1907,3,0,30,Aramid Altered Gloves (Female)
30500,1907,4,0,24,Black Dress Shoes (Male)
30501,1907,5,0,24,Brown Dress Shoes (Male)
30502,1907,6,0,24,White Dress Shoes (Male)
30503,1907,7,0,28,Indirect Design Shoes (Male)
30504,1907,8,0,27,Silent Whisper Shoes (Male)
30505,1907,9,0,26,Fear To Tread Shoes (Male)
30506,1907,10,0,25,Perfect Step Shoes (Male)
30507,1907,11,0,21,Milatech Shoes (Male)
30508,1907,12,0,27,Discreet Dress Shoes (Male)
30509,1907,13,0,22,Fine Line Shoes (Male)
30510,1907,14,0,30,Lizard Tech Blue Shoes(Female)
30511,1907,15,0,32,Lizard Tech Black Shoes (Female)
30512,1908,0,0,28,Scarpa Runner Shoes (Female)
30513,1908,1,0,27,Scarpa Solid Shoes (Female)
30514,1908,2,0,26,Scarpa Funk Shoes (Female)
30515,1908,3,0,33,Zapato Dichromatic Boots (Female)
30516,1908,4,0,29,Zapato Classic Boots (Female)
30517,1908,5,0,29,Zapato Studded Boots (Female)
30518,1908,6,0,33,Zapato Light Ankle Boots (Female)
30519,1908,7,0,32,Zapato Dark Ankle Boots (Female)
30520,1908,8,0,32,Esporte All-Terrain Shoes (Male)
30521,1908,9,0,28,Esporte Comfort Shoes (Male)
30522,1908,10,0,29,Esporte Hiking X Shoes (Male)
30523,1908,11,0,31,Esporte Waterproof Shoes (Male)
30524,1908,12,0,33,Klasse Arrow Ankle Boots (Female)
30525,1908,13,0,28,Esporte Runner Shoes(Female)
30526,1908,14,0,33,Klasse Avenir High Boots (Female)
30527,1908,15,0,38,Klasse Streamline Ankle Boots (Female)
30528,1909,0,0,16,GIS Shoes (Male)
30529,1909,1,0,18,GIS Shoes (Female)
30530,1909,2,0,14,Aquatican Brew
30531,1909,3,0,16,Nano Bite Burger
30532,1909,4,0,19,Pulse Mineral Water
30533,1909,5,0,13,Mystical Cola
30534,1909,6,0,12,Ginnan Sushi
30535,1909,7,0,13,Flying Orange
30536,1909,8,0,21,DoubleCheese Mystique
30537,1909,9,0,17,Orange Easter Egg
30538,1909,10,0,14,Red Easter Egg
30539,1909,11,0,15,Fake Easter Egg
30540,1909,12,0,17,Yellow Easter Egg
30541,1909,13,0,19,Colonial Easter Egg
30542,1909,14,0,13,Blue Lock Box
30543,1909,15,0,14,Green Lock Box
30544,1910,0,0,12,Red Lock Box
30545,1910,1,0,16,Gray Lock Sphere
30546,1910,2,0,13,Teal Lock Box
30547,1910,3,0,15,Yellow Lock Box
30548,1910,4,0,14,Lottery Ticket
30549,1910,5,0,15,SquiglyPig Milk
30550,1910,6,0,21,General Cao's Chicken
30551,1910,7,0,12,Vivo Burrito
30552,1910,8,0,12,Blue Keycard
30553,1910,9,0,13,Green Keycard
30554,1910,10,0,11,Red Keycard
30555,1910,11,0,12,Gray Keycard
30556,1910,12,0,12,Teal Keycard
30557,1910,13,0,14,Yellow Keycard
30558,1910,14,0,0,
30559,1910,15,0,0,
30576,1912,0,0,0,
30577,1912,1,0,0,
30578,1912,2,0,0,
30579,1912,3,0,0,
30580,1912,4,0,20,Tetrahydrocannabinol
30581,1912,5,0,12,Amyl Nitrite
30582,1912,6,0,13,Butyl Nitrite
30583,1912,7,0,9,Dexedrine
30584,1912,8,0,10,Biphetamin
30585,1912,9,0,10,Neurotonin
30586,1912,10,0,11,Polycodeine
30587,1912,11,0,10,Methedrine
30588,1912,12,0,22,Polydichloric Euthemal
30589,1912,13,0,9,Oxazoline
30590,1912,14,0,8,Opiatech
30591,1912,15,0,13,Phencyclidine
30592,1913,0,0,4,MDMA
30593,1913,1,0,14,Neoamphetamine
30594,1913,2,0,10,Benzedrine
30595,1913,3,0,7,Desoxyn
30596,1913,4,0,7,Ritalin
30597,1913,5,0,10,X-Dopamine
30598,1913,6,0,10,Cocaboline
30599,1913,7,0,9,Anabolica
30600,1913,8,0,0,
30601,1913,9,0,0,
30602,1913,10,0,0,
30603,1913,11,0,0,
30604,1913,12,0,0,
30605,1913,13,0,0,
30606,1913,14,0,0,
30607,1913,15,0,0,
30608,1914,0,0,0,
30609,1914,1,0,0,
30610,1914,2,0,22,Workout T-Shirt (Male)
30611,1914,3,0,23,Exercise T-Shirt (Male)
30612,1914,4,0,18,Day T-Shirt (Male)
30613,1914,5,0,22,Shadows T-Shirt (Male)
30614,1914,6,0,20,Blood T-Shirt (Male)
30615,1914,7,0,25,Initiation T-Shirt (Male)
30616,1914,8,0,21,Hiring T-Shirt (Male)
30617,1914,9,0,25,Gold Brand T-Shirt (Male)
30618,1914,10,0,25,Gray Brand T-Shirt (Male)
30619,1914,11,0,25,Neon Brand T-Shirt (Male)
30620,1914,12,0,26,All-weather T-Shirt (Male)
30621,1914,13,0,20,Squad T-Shirt (Male)
30622,1914,14,0,21,Nature T-Shirt (Male)
30623,1914,15,0,20,Style T-Shirt (Male)
30624,1915,0,0,22,Gateway T-Shirt (Male)
30625,1915,1,0,23,Contract T-Shirt (Male)
30626,1915,2,0,26,Celebration T-Shirt (Male)
30627,1915,3,0,29,Civilian NeoPunk Shirt (Male)
30628,1915,4,0,33,Civilian Space Golf Attire (Male)
30629,1915,5,0,29,Civilian Office casual (Male)
30630,1915,6,0,21,Trainee Jacket (Male)
30631,1915,7,0,25,Patrolman's Jacket (Male)
30632,1915,8,0,26,Street Judge Jacket (Male)
30633,1915,9,0,23,Dominion Fatigue (Male)
30634,1915,10,0,27,Viper Assault Jacket (Male)
30635,1915,11,0,21,Ryubusa Jacket (Male)
30636,1915,12,0,25,Turtle-dove Jacket (Male)
30637,1915,13,0,26,Emerald Dove Jacket (Male)
30638,1915,14,0,21,Penance Jacket (Male)
30639,1915,15,0,25,Leaders 47 Special (Male)
30640,1916,0,0,22,Commando Jacket (Male)
30641,1916,1,0,23,Sand Burn Jacket (Male)
30642,1916,2,0,20,Canary Jacket (Male)
30643,1916,3,0,23,Prospectors Rock (Male)
30644,1916,4,0,17,ALM Jacket (Male)
30645,1916,5,0,20,Zivce6 Jacket (Male)
30646,1916,6,0,22,Infinity Jacket (Male)
30647,1916,7,0,24," Amplitude Jacket (Male)"
30648,1916,8,0,25,Blue Patrol Jacket (Male)
30649,1916,9,0,26,Green Patrol Jacket (Male)
30650,1916,10,0,23,Protester Jacket (Male)
30651,1916,11,0,18,Shadow Wrap (Male)
30652,1916,12,0,22,Stylized Jacket (Male)
30653,1916,13,0,26,Gray Defense Jacket (Male)
30654,1916,14,0,26,Neon Defense Jacket (Male)
30655,1916,15,0,28,Civilian Adama Jacket (Male)
30656,1917,0,0,37,Civilian Menasco Sports Jacket (Male)
30657,1917,1,0,37,Civilian Midnight Black Jacket (Male)
30658,1917,2,0,34,Civilian Gentleman's Jacket (Male)
30659,1917,3,0,0,
30660,1917,4,0,0,
30661,1917,5,0,0,
30662,1917,6,0,0,
30663,1917,7,0,0,
30664,1917,8,0,0,
30665,1917,9,0,0,
30666,1917,10,0,0,
30667,1917,11,0,0,
30668,1917,12,0,0,
30669,1917,13,0,0,
30670,1917,14,0,27,Patrolman Trenchcoat (Male)
30671,1917,15,0,25,Soldier Trenchcoat (Male)
30672,1918,0,0,25,Anarchy Trenchcoat (Male)
30673,1918,1,0,22,Riot Trenchcoat (Male)
30674,1918,2,0,26,Assassin Trenchcoat (Male)
30675,1918,3,0,23,Miner Trenchcoat (Male)
30676,1918,4,0,28,Production Trenchcoat (Male)
30677,1918,5,0,27,Explorers Trenchcoat (Male)
30678,1918,6,0,28,Technician Trenchcoat (Male)
30679,1918,7,0,27,Protector Trenchcoat (Male)
30680,1918,8,0,25,Assault Trenchcoat (Male)
30681,1918,9,0,25,Mankind Trenchcoat (Male)
30682,1918,10,0,32,Trenchcoat of the Shadows (Male)
30683,1918,11,0,25,Utility Trenchcoat (Male)
30684,1918,12,0,30,Colonization Trenchcoat (Male)
30685,1918,13,0,33,Neon Technician Trenchcoat (Male)
30686,1918,14,0,32,Civilian Enfield Overcoat (Male)
30687,1918,15,0,0,
30688,1919,0,0,0,
30689,1919,1,0,0,
30690,1919,2,0,20,Defender Robe (Male)
30691,1919,3,0,17,Elder Robe (Male)
30692,1919,4,0,18,Luxury Robe (Male)
30693,1919,5,0,22,Robe of Shadows (Male)
30694,1919,6,0,24,Deep Mines Duster (Male)
30695,1919,7,0,16,Gray Robe (Male)
30696,1919,8,0,0,
30697,1919,9,0,0,
30698,1919,10,0,0,
30699,1919,11,0,0,
30700,1919,12,0,22,Patrol Trousers (Male)
30701,1919,13,0,26,Liberation Trousers (Male)
30702,1919,14,0,26,Diplomatic Trousers (Male)
30703,1919,15,0,17,Riot Pants (Male)
30704,1920,0,0,20,Chaotic Pants (Male)
30705,1920,1,0,22,Hitman Trousers (Male)
30706,1920,2,0,22,Battle Trousers (Male)
30707,1920,3,0,22,Mining Trousers (Male)
30708,1920,4,0,21,Producer Pants (Male)
30709,1920,5,0,26,Technician Trousers (Male)
30710,1920,6,0,31,Standard Patrol Trousers (Male)
30711,1920,7,0,22,Casual Trousers (Male)
30712,1920,8,0,22,Protector Jeans (Male)
30713,1920,9,0,24,Red Spandex Pants (Male)
30714,1920,10,0,20,Assault Pants (Male)
30715,1920,11,0,25,Executive Trousers (Male)
30716,1920,12,0,21,Workers’ Pants (Male)
30717,1920,13,0,26,Analytical Trousers (Male)
30718,1920,14,0,46,Civilian PermaLast T5-Enhanced Trousers (Male)
30719,1920,15,0,42,Civilian Thick Anti Freeze Trousers (Male)
30720,1921,0,0,22,Casual Trousers (Male)
30721,1921,1,0,22,Rugged Trousers (Male)
30722,1921,2,0,22,Anti-Riot Pants (Male)
30723,1921,3,0,24,Tactical Trousers (Male)
30724,1921,4,0,23,Assault Trousers (Male)
30725,1921,5,0,20,Raid Trousers (Male)
30726,1921,6,0,21,Sentinel Pants (Male)
30727,1921,7,0,30,Light Defender Trousers (Male)
30728,1921,8,0,23,Anarchy Trousers (Male)
30729,1921,9,0,27,Executioner Trousers (Male)
30730,1921,10,0,24,Predator Trousers (Male)
30731,1921,11,0,22,Hiking Trousers (Male)
30732,1921,12,0,20,Miners’ Pants (Male)
30733,1921,13,0,31,Aurelian Combat Trousers (Male)
30734,1921,14,0,30,Gray Executive Trousers (Male)
30735,1921,15,0,26,Management Trousers (Male)
30736,1922,0,0,27,Maintenance Trousers (Male)
30737,1922,1,0,25,Innovator Trousers (Male)
30738,1922,2,0,23,Service Trousers (Male)
30739,1922,3,0,30,Reconnaissance Trousers (Male)
30740,1922,4,0,21,Arbre Trousers (Male)
30741,1922,5,0,21,Havoc Trousers (Male)
30742,1922,6,0,27,Legionnaire Trousers (Male)
30743,1922,7,0,25,Mijnwerker Trousers(Male)
30744,1922,8,0,27,Secretarial Trousers (Male)
30745,1922,9,0,29,Neon Research Trousers (Male)
30746,1922,10,0,34,Civilian Sierra 17 Trousers (Male)
30747,1922,11,0,42,Civilian Keplers Luxurious Trousers (Male)
30748,1922,12,0,0,
30749,1922,13,0,0,
30750,1922,14,0,0,
30751,1922,15,0,0,
30752,1923,0,0,0,
30753,1923,1,0,0,
30754,1923,2,0,0,
30755,1923,3,0,0,
30756,1923,4,0,0,
30757,1923,5,0,0,
30758,1923,6,0,0,
30759,1923,7,0,0,
30760,1923,8,0,29,Blue Tactical Trousers (Male)
30761,1923,9,0,21,Staff Trousers (Male)
30762,1923,10,0,20,Mojo Trousers (Male)
30763,1923,11,0,30,Pharmaceutical Trousers (Male)
30764,1923,12,0,23,Soldner Trousers (Male)
30765,1923,13,0,24,Bergmann Trousers (Male)
30766,1923,14,0,22,Nucleo Trousers (Male)
30767,1923,15,0,26,Marketer’s Trousers (Male)
30768,1924,0,0,25,Molecular Trousers (Male)
30769,1924,1,0,0,
30770,1924,2,0,0,
30771,1924,3,0,0,
30772,1924,4,0,0,
30773,1924,5,0,0,
30774,1924,6,0,0,
30775,1924,7,0,0,
30776,1924,8,0,0,
30777,1924,9,0,0,
30778,1924,10,0,0,
30779,1924,11,0,0,
30780,1924,12,0,23,Liberty Trousers (Male)
30781,1924,13,0,23,Harmony Trousers (Male)
30782,1924,14,0,22,Casual Trousers (Male)
30783,1924,15,0,33,Civilian Deviates Trousers (Male)
30784,1925,0,0,32,Civilian L.L. Cargo Pants (Male)
30785,1925,1,0,37,Civilian Ultra Secure Trousers (Male)
30786,1925,2,0,0,
30787,1925,3,0,0,
30788,1925,4,0,0,
30789,1925,5,0,0,
30790,1925,6,0,22,Blue Tank Top (Female)
30791,1925,7,0,25,Advocate T-Shirt (Female)
30792,1925,8,0,29,Armed Forces T-Shirt (Female)
30793,1925,9,0,25,Militant T-Shirt (Female)
30794,1925,10,0,23,Purity T-Shirt (Female)
30795,1925,11,0,25,Frenzied T-Shirt (Female)
30796,1925,12,0,25,Sinister T-Shirt (Female)
30797,1925,13,0,29,Death Dealer T-Shirt (Female)
30798,1925,14,0,27,Eradicator T-Shirt (Female)
30799,1925,15,0,26,Excavator T-Shirt (Female)
30800,1926,0,0,30,Casual Leather Jacket (Female)
30801,1926,1,0,23,Casual T-Shirt (Female)
30802,1926,2,0,28,Patrolwoman T-Shirt (Female)
30803,1926,3,0,28,Freedom Fatigue Top (Female)
30804,1926,4,0,20,Harmony Top (Female)
30805,1926,5,0,18,Power Top (Female)
30806,1926,6,0,19,Digger Top (Female)
30807,1926,7,0,27,Casual Fridays Top (Female)
30808,1926,8,0,19,Travel Top (Female)
30809,1926,9,0,41,Civilian Unlimited Secret Blouse (Female)
30810,1926,10,0,28,Peace Keeper Jacket (Female)
30811,1926,11,0,27,Blue Knight Jacket (Female)
30812,1926,12,0,21,Cadet Jacket (Female)
30813,1926,13,0,22,Parade Jacket (Female)
30814,1926,14,0,23,Harmony Jacket (Female)
30815,1926,15,0,25,Celestial Jacket (Female)
30816,1927,0,0,22,Jackal Jacket (Female)
30817,1927,1,0,22,Muscle Jacket (Female)
30818,1927,2,0,19,Fury Jacket(Female)
30819,1927,3,0,22,Tunnel Jacket (Female)
30820,1927,4,0,24,Scrubber Jacket (Female)
30821,1927,5,0,20,Luna Jacket (Female)
30822,1927,6,0,28,Gray Defense Jacket (Female)
30823,1927,7,0,28,Gray Assault Jacket (Female)
30824,1927,8,0,28,Neon Defense Jacket (Female)
30825,1927,9,0,28,Neon Assault Jacket (Female)
30826,1927,10,0,28,Blue Defense Jacket (Female)
30827,1927,11,0,34,Army Green Defense Jacket (Female)
30828,1927,12,0,26,Protesters Jacket (Female)
30829,1927,13,0,23,Anarchy Jacket (Female)
30830,1927,14,0,24,Assassin Jacket (Female)
30831,1927,15,0,27,Gray Mining Jacket (Female)
30832,1928,0,0,27,Neon Mining Jacket (Female)
30833,1928,1,0,42,Civilian Aerodynamic Deluxe Shirt (Female)
30834,1928,2,0,42,Civilian PermaLast Primary Jacket (Female)
30835,1928,3,0,34,Civilian Gun Metal Jacket (Female)
30836,1928,4,0,41,Civilian Oriental Designs Jacket (Female)
30837,1928,5,0,32,Civilian Running Jacket (Female)
30838,1928,6,0,0,
30839,1928,7,0,0,
30840,1928,8,0,0,
30841,1928,9,0,0,
30842,1928,10,0,0,
30843,1928,11,0,0,
30844,1928,12,0,0,
30845,1928,13,0,0,
30846,1928,14,0,0,
30847,1928,15,0,0,
30848,1929,0,0,0,
30849,1929,1,0,0,
30850,1929,2,0,31,Blue Patrol Trenchcoat (Female)
30851,1929,3,0,37,Army Green Patrol Trenchcoat (Female)
30852,1929,4,0,25,Chaos Trenchcoat (Female)
30853,1929,5,0,27,Anarchy Trenchcoat (Female)
30854,1929,6,0,28,Assassin Trenchcoat (Female)
30855,1929,7,0,32,Gray Defense Trenchcoat (Female)
30856,1929,8,0,31,Gray Mining Trenchcoat (Female)
30857,1929,9,0,30,Production Trenchcoat (Female)
30858,1929,10,0,31,Neon Mining Trenchcoat (Female)
30859,1929,11,0,29,Protector Trenchcoat (Female)
30860,1929,12,0,27,Assault Trenchcoat (Female)
30861,1929,13,0,27,Phoenix Trenchcoat (Female)
30862,1929,14,0,20,Dark Trench (Female)
30863,1929,15,0,25,Widow Trenchcoat (Female)
30864,1930,0,0,29,Discovery Trenchcoat (Female)
30865,1930,1,0,32,Neon Defense Trenchcoat (Female)
30866,1930,2,0,38,Civilian Hellstorm Trenchcoat (Female)
30867,1930,3,0,46,Civilian Aurelian Designer Trenchcoat (Female)
30868,1930,4,0,0,
30869,1930,5,0,0,
30870,1930,6,0,23,Protector Robe (Female)
30871,1930,7,0,27,Light Veteran Robe (Female)
30872,1930,8,0,22,Stylized Robe (Female)
30873,1930,9,0,26,Dark Veteran Robe (Female)
30874,1930,10,0,18,Gold Robe (Female)
30875,1930,11,0,18,Gray Robe (Female)
30876,1930,12,0,0,
30877,1930,13,0,0,
30878,1930,14,0,0,
30879,1930,15,0,0,
30880,1931,0,0,21,Patrol Skirt (Female)
30881,1931,1,0,22,Defense Skirt (Female)
30882,1931,2,0,22,Soldier Skirt (Female)
30883,1931,3,0,23,Defender Skirt (Female)
30884,1931,4,0,20,Light Skirt (Female)
30885,1931,5,0,21,Shadow Skirt (Female)
30886,1931,6,0,19,Dark Skirt (Female)
30887,1931,7,0,23,Assassin Skirt (Female)
30888,1931,8,0,23,Contract Skirt (Female)
30889,1931,9,0,19,Gold Skirt (Female)
30890,1931,10,0,19,Gray Skirt (Female)
30891,1931,11,0,19,Neon Skirt (Female)
30892,1931,12,0,34,Civilian Casual Miniskirt (Female)
30893,1931,13,0,40,Civilian Woven Design Miniskirt (Female)
30894,1931,14,0,34,Civilian Dark Abyss Skirt (Female)
30895,1931,15,0,29,Civilian Plaid Skirt (Female)
30896,1932,0,0,0,
30897,1932,1,0,0,
30898,1932,2,0,0,
30899,1932,3,0,0,
30900,1932,4,0,27,Patrolman Trousers (Female)
30901,1932,5,0,31,Blue Defender Trousers (Female)
30902,1932,6,0,25,Defense Trousers (Female)
30903,1932,7,0,25,Assault Trousers (Female)
30904,1932,8,0,27,Protester Trousers (Female)
30905,1932,9,0,32,Light Defender Trousers (Female)
30906,1932,10,0,24,Shadow Trousers (Female)
30907,1932,11,0,26,Assassin Trousers (Female)
30908,1932,12,0,25,Assault Trousers (Female)
30909,1932,13,0,23,Miner Trousers (Female)
30910,1932,14,0,28,Production Trousers (Female)
30911,1932,15,0,30,Gold Defense Trousers (Female)
30912,1933,0,0,23,Miner Trousers (Female)
30913,1933,1,0,30,Gray Defense Trousers (Female)
30914,1933,2,0,28,Technician Trousers (Female)
30915,1933,3,0,30,Neon Defense Trousers (Female)
30916,1933,4,0,32,Blue Protector Trousers (Female)
30917,1933,5,0,25,Veteran Trousers (Female)
30918,1933,6,0,25,Phoenix Trousers (Female)
30919,1933,7,0,25,Anarchy Trousers (Female)
30920,1933,8,0,26,Assassin Trousers (Female)
30921,1933,9,0,32,Brown Colonist Trousers (Female)
30922,1933,10,0,31,Gray Colonist Trousers (Female)
30923,1933,11,0,31,Neon Colonist Trousers (Female)
30924,1933,12,0,42,Civilian Faded Beauty Hip Huggers (Female)
30925,1933,13,0,0,
30926,1933,14,0,0,
30927,1933,15,0,0,
30928,1934,0,0,0,
30929,1934,1,0,0,
30930,1934,2,0,0,
30931,1934,3,0,0,
30932,1934,4,0,0,
30933,1934,5,0,0,
30934,1934,6,0,0,
30935,1934,7,0,0,
30936,1934,8,0,0,
30937,1934,9,0,0,
30938,1934,10,0,0,
30939,1934,11,0,0,
30940,1934,12,0,29,Blue Warden Trousers (Female)
30941,1934,13,0,31,Green Soldier Trousers (Female)
30942,1934,14,0,24,Dealer Trousers (Female)
30943,1934,15,0,23,Rebel Trousers (Female)
30944,1935,0,0,26,Defender Trousers (Female)
30945,1935,1,0,31,Brown Assault Trousers (Female)
30946,1935,2,0,30,Gray Assault Trousers (Female)
30947,1935,3,0,31,Gray Traveler Trousers (Female)
30948,1935,4,0,30,Neon Assault Trousers (Female)
30949,1935,5,0,31,Blue Dominion Trousers (Female)
30950,1935,6,0,32,Green Dominion Trousers (Female)
30951,1935,7,0,32,White Traveler Trousers (Female)
30952,1935,8,0,25,Loyalty Trousers (Female)
30953,1935,9,0,26,Contract Trousers (Female)
30954,1935,10,0,32,Brown Traveler Trousers (Female)
30955,1935,11,0,22,Gray Trousers (Female)
30956,1935,12,0,22,Neon Trousers (Female)
30957,1935,13,0,0,
30958,1935,14,0,0,
30959,1935,15,0,0,
30960,1936,0,0,23,White Trousers (Female)
30961,1936,1,0,28,Diplomatic Trousers (Female)
30962,1936,2,0,23,Miner Trousers (Female)
30963,1936,3,0,35,Stunning Bell Bottom Pants (Female)
30964,1936,4,0,27,Executive Trousers (Female)
30965,1936,5,0,0,
30966,1936,6,0,0,
30967,1936,7,0,0,
30968,1936,8,0,0,
30969,1936,9,0,0,
30970,1936,10,0,0,
30971,1936,11,0,0,
30972,1936,12,0,0,
30973,1936,13,0,12,Mineral Rock
30974,1936,14,0,12,Mineral Rock
30975,1936,15,0,12,Mineral Rock
30976,1937,0,0,8,Backpack
30977,1937,1,0,8,Backpack
30978,1937,2,0,8,Backpack
30979,1937,3,0,9,Alien Egg
30980,1937,4,0,14,Murder ID Card
30981,1937,5,0,12,Bronze Token
30982,1937,6,0,12,Silver Token
30983,1937,7,0,12,Golden Token
30984,1937,8,0,17,Deployable Shield
30985,1937,9,0,13,Vortex Ticket
30986,1937,10,0,19,Influence Generator
30987,1937,11,0,12,Medical Unit
30988,1937,12,0,10,Mining Rig
