index,item_id,u16_00,u16_02,u16_06,u8_08,u8_09,u8_0A,u8_0B,u32_0C,u32_10,u32_14,u8_18,u8_19,u8_1A,u8_1B,u8_1C,u8_1D,u8_1E,u8_1F
16843009,2500,257,257,0,150,0,8,2,0,1816059720,1816059708,51,0,0,0,0,0,0,0
131075,2819,3550,0,1,36,223,62,108,1816059660,1816059636,1815710616,152,139,57,108,96,164,57,108
16843009,5000,257,257,0,200,0,0,1,0,1816059624,1816059612,52,0,0,0,0,0,0,0
131076,4355,3850,0,1,196,222,62,108,1816059564,1816059540,1815710616,152,139,57,108,96,164,57,108
0,4500,0,256,0,188,2,9,4,0,1816059528,1816059516,51,0,0,0,0,0,0,0
65541,2563,300,0,1,100,222,62,108,1816059468,1816059444,1815710616,152,139,57,108,96,164,57,108
16843009,3000,257,257,0,208,7,0,0,1,1816059432,1816059420,5,0,0,0,0,0,0,0
131078,4867,600,0,1,4,222,62,108,1816059372,1816059348,1815710616,152,139,57,108,96,164,57,108
131079,3588,350,0,1,176,221,62,108,1816059288,1816059264,1815710616,152,139,57,108,96,164,57,108
65545,3075,2800,0,1,8,221,62,108,1816059120,1816059096,1815710616,152,139,57,108,96,164,57,108
16843009,5500,257,257,0,88,2,0,1,0,1816059624,1816058940,52,0,0,0,0,0,0,0
0,6000,1,256,0,32,3,9,5,0,1816058880,1816058868,53,0,0,0,0,0,0,0
16777216,6500,0,1,0,136,19,0,0,1,1816058808,1815710616,13,0,0,0,0,0,0,68
131088,3331,5600,0,1,52,219,62,108,1816058652,1816058628,1815710616,152,139,57,108,96,164,57,108
16843009,8000,257,257,0,220,5,0,1,0,1816059624,1816058616,56,0,0,0,0,0,0,0
16843009,3500,257,257,0,244,1,0,1,0,1816059816,1816058556,57,0,0,0,0,0,0,0
16843009,2700,257,257,0,194,1,8,2,0,1816059720,1816058496,51,0,0,0,0,0,0,0
262165,4611,1000,0,1,240,217,62,108,1816059564,1816058328,1815710616,152,139,57,108,96,164,57,108
22,3861,3600,0,0,156,217,62,108,1815710616,1815710616,1815710616,152,139,57,108,152,139,57,108
262167,5123,3400,0,1,100,217,62,108,1816058188,1816058144,1815710616,152,139,57,108,8,217,62,108
65560,5635,3400,0,1,208,216,62,108,1815712552,1815712580,1815710616,152,139,57,108,96,164,57,108
262170,4,350,0,1,112,216,62,108,1816059288,1816057944,1815710616,152,139,57,108,96,164,57,108
65537,2307,1450,0,1,228,223,78,108,1817108428,1817108404,1816759192,152,139,73,108,96,164,73,108
16843009,4000,257,257,0,194,1,0,1,0,1817108392,1817108380,50,0,0,0,0,0,0,0
1060320051,94,97,93,96,2,0,0,0,0,0,1115422720,0,0,200,65,0,0,4,67
65538,4099,775,0,1,132,223,78,108,1817108332,1817108308,1816759192,152,139,73,108,96,164,73,108
16843009,2500,257,257,0,150,0,8,2,0,1817108296,1817108284,51,0,0,0,0,0,0,0
131075,2819,3550,0,1,36,223,78,108,1817108236,1817108212,1816759192,152,139,73,108,96,164,73,108
16843009,5000,257,257,0,200,0,0,1,0,1817108200,1817108188,52,0,0,0,0,0,0,0
131076,4355,3850,0,1,196,222,78,108,1817108140,1817108116,1816759192,152,139,73,108,96,164,73,108
0,4500,0,256,0,188,2,9,4,0,1817108104,1817108092,51,0,0,0,0,0,0,0
65541,2563,300,0,1,100,222,78,108,1817108044,1817108020,1816759192,152,139,73,108,96,164,73,108
16843009,3000,257,257,0,208,7,0,0,1,1817108008,1817107996,5,0,0,0,0,0,0,0
131078,4867,600,0,1,4,222,78,108,1817107948,1817107924,1816759192,152,139,73,108,96,164,73,108
131079,3588,350,0,1,176,221,78,108,1817107864,1817107840,1816759192,152,139,73,108,96,164,73,108
65545,3075,2800,0,1,8,221,78,108,1817107696,1817107672,1816759192,152,139,73,108,96,164,73,108
16843009,5500,257,257,0,88,2,0,1,0,1817108200,1817107516,52,0,0,0,0,0,0,0
0,6000,1,256,0,32,3,9,5,0,1817107456,1817107444,53,0,0,0,0,0,0,0
16777216,6500,0,1,0,136,19,0,0,1,1817107384,1816759192,13,0,0,0,0,0,0,68
131088,3331,5600,0,1,52,219,78,108,1817107228,1817107204,1816759192,152,139,73,108,96,164,73,108
16843009,8000,257,257,0,220,5,0,1,0,1817108200,1817107192,56,0,0,0,0,0,0,0
16843009,3500,257,257,0,244,1,0,1,0,1817108392,1817107132,57,0,0,0,0,0,0,0
16843009,2700,257,257,0,194,1,8,2,0,1817108296,1817107072,51,0,0,0,0,0,0,0
262165,4611,1000,0,1,240,217,78,108,1817108140,1817106904,1816759192,152,139,73,108,96,164,73,108
22,3861,3600,0,0,156,217,78,108,1816759192,1816759192,1816759192,152,139,73,108,152,139,73,108
262167,5123,3400,0,1,100,217,78,108,1817106764,1817106720,1816759192,152,139,73,108,8,217,78,108
65560,5635,3400,0,1,208,216,78,108,1816761128,1816761156,1816759192,152,139,73,108,96,164,73,108
262170,4,350,0,1,112,216,78,108,1817107864,1817106520,1816759192,152,139,73,108,96,164,73,108
65537,2307,1450,0,1,228,223,78,108,1817108428,1817108404,1816759192,152,139,73,108,96,164,73,108
16843009,4000,257,257,0,194,1,0,1,0,1817108392,1817108380,50,0,0,0,0,0,0,0
1060320051,94,97,93,96,2,0,0,0,0,0,1115422720,0,0,200,65,0,0,4,67
65538,4099,775,0,1,132,223,78,108,1817108332,1817108308,1816759192,152,139,73,108,96,164,73,108
16843009,2500,257,257,0,150,0,8,2,0,1817108296,1817108284,51,0,0,0,0,0,0,0
131075,2819,3550,0,1,36,223,78,108,1817108236,1817108212,1816759192,152,139,73,108,96,164,73,108
16843009,5000,257,257,0,200,0,0,1,0,1817108200,1817108188,52,0,0,0,0,0,0,0
131076,4355,3850,0,1,196,222,78,108,1817108140,1817108116,1816759192,152,139,73,108,96,164,73,108
0,4500,0,256,0,188,2,9,4,0,1817108104,1817108092,51,0,0,0,0,0,0,0
65541,2563,300,0,1,100,222,78,108,1817108044,1817108020,1816759192,152,139,73,108,96,164,73,108
16843009,3000,257,257,0,208,7,0,0,1,1817108008,1817107996,5,0,0,0,0,0,0,0
131078,4867,600,0,1,4,222,78,108,1817107948,1817107924,1816759192,152,139,73,108,96,164,73,108
131079,3588,350,0,1,176,221,78,108,1817107864,1817107840,1816759192,152,139,73,108,96,164,73,108
65545,3075,2800,0,1,8,221,78,108,1817107696,1817107672,1816759192,152,139,73,108,96,164,73,108
16843009,5500,257,257,0,88,2,0,1,0,1817108200,1817107516,52,0,0,0,0,0,0,0
0,6000,1,256,0,32,3,9,5,0,1817107456,1817107444,53,0,0,0,0,0,0,0
16777216,6500,0,1,0,136,19,0,0,1,1817107384,1816759192,13,0,0,0,0,0,0,68
131088,3331,5600,0,1,52,219,78,108,1817107228,1817107204,1816759192,152,139,73,108,96,164,73,108
16843009,8000,257,257,0,220,5,0,1,0,1817108200,1817107192,56,0,0,0,0,0,0,0
16843009,3500,257,257,0,244,1,0,1,0,1817108392,1817107132,57,0,0,0,0,0,0,0
16843009,2700,257,257,0,194,1,8,2,0,1817108296,1817107072,51,0,0,0,0,0,0,0
262165,4611,1000,0,1,240,217,78,108,1817108140,1817106904,1816759192,152,139,73,108,96,164,73,108
22,3861,3600,0,0,156,217,78,108,1816759192,1816759192,1816759192,152,139,73,108,152,139,73,108
262167,5123,3400,0,1,100,217,78,108,1817106764,1817106720,1816759192,152,139,73,108,8,217,78,108
65560,5635,3400,0,1,208,216,78,108,1816761128,1816761156,1816759192,152,139,73,108,96,164,73,108
262170,4,350,0,1,112,216,78,108,1817107864,1817106520,1816759192,152,139,73,108,96,164,73,108
65537,2307,1450,0,1,228,223,78,108,1817108428,1817108404,1816759192,152,139,73,108,96,164,73,108
16843009,4000,257,257,0,194,1,0,1,0,1817108392,1817108380,50,0,0,0,0,0,0,0
1060320051,94,97,93,96,2,0,0,0,0,0,1115422720,0,0,200,65,0,0,4,67
65538,4099,775,0,1,132,223,78,108,1817108332,1817108308,1816759192,152,139,73,108,96,164,73,108
16843009,2500,257,257,0,150,0,8,2,0,1817108296,1817108284,51,0,0,0,0,0,0,0
131075,2819,3550,0,1,36,223,78,108,1817108236,1817108212,1816759192,152,139,73,108,96,164,73,108
16843009,5000,257,257,0,200,0,0,1,0,1817108200,1817108188,52,0,0,0,0,0,0,0
131076,4355,3850,0,1,196,222,78,108,1817108140,1817108116,1816759192,152,139,73,108,96,164,73,108
0,4500,0,256,0,188,2,9,4,0,1817108104,1817108092,51,0,0,0,0,0,0,0
65541,2563,300,0,1,100,222,78,108,1817108044,1817108020,1816759192,152,139,73,108,96,164,73,108
16843009,3000,257,257,0,208,7,0,0,1,1817108008,1817107996,5,0,0,0,0,0,0,0
131078,4867,600,0,1,4,222,78,108,1817107948,1817107924,1816759192,152,139,73,108,96,164,73,108
131079,3588,350,0,1,176,221,78,108,1817107864,1817107840,1816759192,152,139,73,108,96,164,73,108
65545,3075,2800,0,1,8,221,78,108,1817107696,1817107672,1816759192,152,139,73,108,96,164,73,108
16843009,5500,257,257,0,88,2,0,1,0,1817108200,1817107516,52,0,0,0,0,0,0,0
0,6000,1,256,0,32,3,9,5,0,1817107456,1817107444,53,0,0,0,0,0,0,0
16777216,6500,0,1,0,136,19,0,0,1,1817107384,1816759192,13,0,0,0,0,0,0,68
131088,3331,5600,0,1,52,219,78,108,1817107228,1817107204,1816759192,152,139,73,108,96,164,73,108
16843009,8000,257,257,0,220,5,0,1,0,1817108200,1817107192,56,0,0,0,0,0,0,0
16843009,3500,257,257,0,244,1,0,1,0,1817108392,1817107132,57,0,0,0,0,0,0,0
16843009,2700,257,257,0,194,1,8,2,0,1817108296,1817107072,51,0,0,0,0,0,0,0
262165,4611,1000,0,1,240,217,78,108,1817108140,1817106904,1816759192,152,139,73,108,96,164,73,108
22,3861,3600,0,0,156,217,78,108,1816759192,1816759192,1816759192,152,139,73,108,152,139,73,108
262167,5123,3400,0,1,100,217,78,108,1817106764,1817106720,1816759192,152,139,73,108,8,217,78,108
65560,5635,3400,0,1,208,216,78,108,1816761128,1816761156,1816759192,152,139,73,108,96,164,73,108
262170,4,350,0,1,112,216,78,108,1817107864,1817106520,1816759192,152,139,73,108,96,164,73,108
65537,2307,1450,0,1,228,223,239,107,1810882508,1810882484,1810533272,152,139,234,107,96,164,234,107
16843009,4000,257,257,0,194,1,0,1,0,1810882472,1810882460,50,0,0,0,0,0,0,0
1060320051,94,97,93,96,2,0,0,0,0,0,1115422720,0,0,200,65,0,0,4,67
65538,4099,775,0,1,132,223,239,107,1810882412,1810882388,1810533272,152,139,234,107,96,164,234,107
16843009,2500,257,257,0,150,0,8,2,0,1810882376,1810882364,51,0,0,0,0,0,0,0
131075,2819,3550,0,1,36,223,239,107,1810882316,1810882292,1810533272,152,139,234,107,96,164,234,107
16843009,5000,257,257,0,200,0,0,1,0,1810882280,1810882268,52,0,0,0,0,0,0,0
131076,4355,3850,0,1,196,222,239,107,1810882220,1810882196,1810533272,152,139,234,107,96,164,234,107
0,4500,0,256,0,188,2,9,4,0,1810882184,1810882172,51,0,0,0,0,0,0,0
65541,2563,300,0,1,100,222,239,107,1810882124,1810882100,1810533272,152,139,234,107,96,164,234,107
16843009,3000,257,257,0,208,7,0,0,1,1810882088,1810882076,5,0,0,0,0,0,0,0
131078,4867,600,0,1,4,222,239,107,1810882028,1810882004,1810533272,152,139,234,107,96,164,234,107
131079,3588,350,0,1,176,221,239,107,1810881944,1810881920,1810533272,152,139,234,107,96,164,234,107
65545,3075,2800,0,1,8,221,239,107,1810881776,1810881752,1810533272,152,139,234,107,96,164,234,107
16843009,5500,257,257,0,88,2,0,1,0,1810882280,1810881596,52,0,0,0,0,0,0,0
0,6000,1,256,0,32,3,9,5,0,1810881536,1810881524,53,0,0,0,0,0,0,0
16777216,6500,0,1,0,136,19,0,0,1,1810881464,1810533272,13,0,0,0,0,0,0,68
131088,3331,5600,0,1,52,219,239,107,1810881308,1810881284,1810533272,152,139,234,107,96,164,234,107
16843009,8000,257,257,0,220,5,0,1,0,1810882280,1810881272,56,0,0,0,0,0,0,0
16843009,3500,257,257,0,244,1,0,1,0,1810882472,1810881212,57,0,0,0,0,0,0,0
16843009,2700,257,257,0,194,1,8,2,0,1810882376,1810881152,51,0,0,0,0,0,0,0
262165,4611,1000,0,1,240,217,239,107,1810882220,1810880984,1810533272,152,139,234,107,96,164,234,107
22,3861,3600,0,0,156,217,239,107,1810533272,1810533272,1810533272,152,139,234,107,152,139,234,107
262167,5123,3400,0,1,100,217,239,107,1810880844,1810880800,1810533272,152,139,234,107,8,217,239,107
65560,5635,3400,0,1,208,216,239,107,1810535208,1810535236,1810533272,152,139,234,107,96,164,234,107
262170,4,350,0,1,112,216,239,107,1810881944,1810880600,1810533272,152,139,234,107,96,164,234,107
65537,2307,1450,0,1,228,223,239,107,1810882508,1810882484,1810533272,152,139,234,107,96,164,234,107
16843009,4000,257,257,0,194,1,0,1,0,1810882472,1810882460,50,0,0,0,0,0,0,0
1060320051,94,97,93,96,2,0,0,0,0,0,1115422720,0,0,200,65,0,0,4,67
65538,4099,775,0,1,132,223,239,107,1810882412,1810882388,1810533272,152,139,234,107,96,164,234,107
16843009,2500,257,257,0,150,0,8,2,0,1810882376,1810882364,51,0,0,0,0,0,0,0
131075,2819,3550,0,1,36,223,239,107,1810882316,1810882292,1810533272,152,139,234,107,96,164,234,107
16843009,5000,257,257,0,200,0,0,1,0,1810882280,1810882268,52,0,0,0,0,0,0,0
131076,4355,3850,0,1,196,222,239,107,1810882220,1810882196,1810533272,152,139,234,107,96,164,234,107
0,4500,0,256,0,188,2,9,4,0,1810882184,1810882172,51,0,0,0,0,0,0,0
65541,2563,300,0,1,100,222,239,107,1810882124,1810882100,1810533272,152,139,234,107,96,164,234,107
16843009,3000,257,257,0,208,7,0,0,1,1810882088,1810882076,5,0,0,0,0,0,0,0
131078,4867,600,0,1,4,222,239,107,1810882028,1810882004,1810533272,152,139,234,107,96,164,234,107
131079,3588,350,0,1,176,221,239,107,1810881944,1810881920,1810533272,152,139,234,107,96,164,234,107
65545,3075,2800,0,1,8,221,239,107,1810881776,1810881752,1810533272,152,139,234,107,96,164,234,107
16843009,5500,257,257,0,88,2,0,1,0,1810882280,1810881596,52,0,0,0,0,0,0,0
0,6000,1,256,0,32,3,9,5,0,1810881536,1810881524,53,0,0,0,0,0,0,0
16777216,6500,0,1,0,136,19,0,0,1,1810881464,1810533272,13,0,0,0,0,0,0,68
131088,3331,5600,0,1,52,219,239,107,1810881308,1810881284,1810533272,152,139,234,107,96,164,234,107
16843009,8000,257,257,0,220,5,0,1,0,1810882280,1810881272,56,0,0,0,0,0,0,0
16843009,3500,257,257,0,244,1,0,1,0,1810882472,1810881212,57,0,0,0,0,0,0,0
16843009,2700,257,257,0,194,1,8,2,0,1810882376,1810881152,51,0,0,0,0,0,0,0
262165,4611,1000,0,1,240,217,239,107,1810882220,1810880984,1810533272,152,139,234,107,96,164,234,107
22,3861,3600,0,0,156,217,239,107,1810533272,1810533272,1810533272,152,139,234,107,152,139,234,107
262167,5123,3400,0,1,100,217,239,107,1810880844,1810880800,1810533272,152,139,234,107,8,217,239,107
65560,5635,3400,0,1,208,216,239,107,1810535208,1810535236,1810533272,152,139,234,107,96,164,234,107
262170,4,350,0,1,112,216,239,107,1810881944,1810880600,1810533272,152,139,234,107,96,164,234,107
65537,2307,1450,0,1,228,223,239,107,1810882508,1810882484,1810533272,152,139,234,107,96,164,234,107
16843009,4000,257,257,0,194,1,0,1,0,1810882472,1810882460,50,0,0,0,0,0,0,0
1060320051,94,97,93,96,2,0,0,0,0,0,1115422720,0,0,200,65,0,0,4,67
65538,4099,775,0,1,132,223,239,107,1810882412,1810882388,1810533272,152,139,234,107,96,164,234,107
16843009,2500,257,257,0,150,0,8,2,0,1810882376,1810882364,51,0,0,0,0,0,0,0
131075,2819,3550,0,1,36,223,239,107,1810882316,1810882292,1810533272,152,139,234,107,96,164,234,107
16843009,5000,257,257,0,200,0,0,1,0,1810882280,1810882268,52,0,0,0,0,0,0,0
131076,4355,3850,0,1,196,222,239,107,1810882220,1810882196,1810533272,152,139,234,107,96,164,234,107
0,4500,0,256,0,188,2,9,4,0,1810882184,1810882172,51,0,0,0,0,0,0,0
65541,2563,300,0,1,100,222,239,107,1810882124,1810882100,1810533272,152,139,234,107,96,164,234,107
16843009,3000,257,257,0,208,7,0,0,1,1810882088,1810882076,5,0,0,0,0,0,0,0
131078,4867,600,0,1,4,222,239,107,1810882028,1810882004,1810533272,152,139,234,107,96,164,234,107
131079,3588,350,0,1,176,221,239,107,1810881944,1810881920,1810533272,152,139,234,107,96,164,234,107
65545,3075,2800,0,1,8,221,239,107,1810881776,1810881752,1810533272,152,139,234,107,96,164,234,107
16843009,5500,257,257,0,88,2,0,1,0,1810882280,1810881596,52,0,0,0,0,0,0,0
0,6000,1,256,0,32,3,9,5,0,1810881536,1810881524,53,0,0,0,0,0,0,0
16777216,6500,0,1,0,136,19,0,0,1,1810881464,1810533272,13,0,0,0,0,0,0,68
131088,3331,5600,0,1,52,219,239,107,1810881308,1810881284,1810533272,152,139,234,107,96,164,234,107
16843009,8000,257,257,0,220,5,0,1,0,1810882280,1810881272,56,0,0,0,0,0,0,0
16843009,3500,257,257,0,244,1,0,1,0,1810882472,1810881212,57,0,0,0,0,0,0,0
16843009,2700,257,257,0,194,1,8,2,0,1810882376,1810881152,51,0,0,0,0,0,0,0
262165,4611,1000,0,1,240,217,239,107,1810882220,1810880984,1810533272,152,139,234,107,96,164,234,107
22,3861,3600,0,0,156,217,239,107,1810533272,1810533272,1810533272,152,139,234,107,152,139,234,107
262167,5123,3400,0,1,100,217,239,107,1810880844,1810880800,1810533272,152,139,234,107,8,217,239,107
65560,5635,3400,0,1,208,216,239,107,1810535208,1810535236,1810533272,152,139,234,107,96,164,234,107
262170,4,350,0,1,112,216,239,107,1810881944,1810880600,1810533272,152,139,234,107,96,164,234,107
65537,2307,1450,0,1,228,223,239,107,1810882508,1810882484,1810533272,152,139,234,107,96,164,234,107
16843009,4000,257,257,0,194,1,0,1,0,1810882472,1810882460,50,0,0,0,0,0,0,0
1060320051,94,97,93,96,2,0,0,0,0,0,1115422720,0,0,200,65,0,0,4,67
65538,4099,775,0,1,132,223,239,107,1810882412,1810882388,1810533272,152,139,234,107,96,164,234,107
16843009,2500,257,257,0,150,0,8,2,0,1810882376,1810882364,51,0,0,0,0,0,0,0
131075,2819,3550,0,1,36,223,239,107,1810882316,1810882292,1810533272,152,139,234,107,96,164,234,107
16843009,5000,257,257,0,200,0,0,1,0,1810882280,1810882268,52,0,0,0,0,0,0,0
131076,4355,3850,0,1,196,222,239,107,1810882220,1810882196,1810533272,152,139,234,107,96,164,234,107
0,4500,0,256,0,188,2,9,4,0,1810882184,1810882172,51,0,0,0,0,0,0,0
65541,2563,300,0,1,100,222,239,107,1810882124,1810882100,1810533272,152,139,234,107,96,164,234,107
16843009,3000,257,257,0,208,7,0,0,1,1810882088,1810882076,5,0,0,0,0,0,0,0
131078,4867,600,0,1,4,222,239,107,1810882028,1810882004,1810533272,152,139,234,107,96,164,234,107
131079,3588,350,0,1,176,221,239,107,1810881944,1810881920,1810533272,152,139,234,107,96,164,234,107
65545,3075,2800,0,1,8,221,239,107,1810881776,1810881752,1810533272,152,139,234,107,96,164,234,107
16843009,5500,257,257,0,88,2,0,1,0,1810882280,1810881596,52,0,0,0,0,0,0,0
0,6000,1,256,0,32,3,9,5,0,1810881536,1810881524,53,0,0,0,0,0,0,0
16777216,6500,0,1,0,136,19,0,0,1,1810881464,1810533272,13,0,0,0,0,0,0,68
131088,3331,5600,0,1,52,219,239,107,1810881308,1810881284,1810533272,152,139,234,107,96,164,234,107
16843009,8000,257,257,0,220,5,0,1,0,1810882280,1810881272,56,0,0,0,0,0,0,0
16843009,3500,257,257,0,244,1,0,1,0,1810882472,1810881212,57,0,0,0,0,0,0,0
16843009,2700,257,257,0,194,1,8,2,0,1810882376,1810881152,51,0,0,0,0,0,0,0
262165,4611,1000,0,1,240,217,239,107,1810882220,1810880984,1810533272,152,139,234,107,96,164,234,107
22,3861,3600,0,0,156,217,239,107,1810533272,1810533272,1810533272,152,139,234,107,152,139,234,107
262167,5123,3400,0,1,100,217,239,107,1810880844,1810880800,1810533272,152,139,234,107,8,217,239,107
65560,5635,3400,0,1,208,216,239,107,1810535208,1810535236,1810533272,152,139,234,107,96,164,234,107
262170,4,350,0,1,112,216,239,107,1810881944,1810880600,1810533272,152,139,234,107,96,164,234,107
65537,2307,1450,0,1,228,223,239,107,1810882508,1810882484,1810533272,152,139,234,107,96,164,234,107
16843009,4000,257,257,0,194,1,0,1,0,1810882472,1810882460,50,0,0,0,0,0,0,0
1060320051,94,97,93,96,2,0,0,0,0,0,1115422720,0,0,200,65,0,0,4,67
65538,4099,775,0,1,132,223,239,107,1810882412,1810882388,1810533272,152,139,234,107,96,164,234,107
16843009,2500,257,257,0,150,0,8,2,0,1810882376,1810882364,51,0,0,0,0,0,0,0
131075,2819,3550,0,1,36,223,239,107,1810882316,1810882292,1810533272,152,139,234,107,96,164,234,107
16843009,5000,257,257,0,200,0,0,1,0,1810882280,1810882268,52,0,0,0,0,0,0,0
131076,4355,3850,0,1,196,222,239,107,1810882220,1810882196,1810533272,152,139,234,107,96,164,234,107
0,4500,0,256,0,188,2,9,4,0,1810882184,1810882172,51,0,0,0,0,0,0,0
65541,2563,300,0,1,100,222,239,107,1810882124,1810882100,1810533272,152,139,234,107,96,164,234,107
16843009,3000,257,257,0,208,7,0,0,1,1810882088,1810882076,5,0,0,0,0,0,0,0
131078,4867,600,0,1,4,222,239,107,1810882028,1810882004,1810533272,152,139,234,107,96,164,234,107
131079,3588,350,0,1,176,221,239,107,1810881944,1810881920,1810533272,152,139,234,107,96,164,234,107
65545,3075,2800,0,1,8,221,239,107,1810881776,1810881752,1810533272,152,139,234,107,96,164,234,107
16843009,5500,257,257,0,88,2,0,1,0,1810882280,1810881596,52,0,0,0,0,0,0,0
0,6000,1,256,0,32,3,9,5,0,1810881536,1810881524,53,0,0,0,0,0,0,0
16777216,6500,0,1,0,136,19,0,0,1,1810881464,1810533272,13,0,0,0,0,0,0,68
131088,3331,5600,0,1,52,219,239,107,1810881308,1810881284,1810533272,152,139,234,107,96,164,234,107
16843009,8000,257,257,0,220,5,0,1,0,1810882280,1810881272,56,0,0,0,0,0,0,0
16843009,3500,257,257,0,244,1,0,1,0,1810882472,1810881212,57,0,0,0,0,0,0,0
16843009,2700,257,257,0,194,1,8,2,0,1810882376,1810881152,51,0,0,0,0,0,0,0
262165,4611,1000,0,1,240,217,239,107,1810882220,1810880984,1810533272,152,139,234,107,96,164,234,107
22,3861,3600,0,0,156,217,239,107,1810533272,1810533272,1810533272,152,139,234,107,152,139,234,107
262167,5123,3400,0,1,100,217,239,107,1810880844,1810880800,1810533272,152,139,234,107,8,217,239,107
65560,5635,3400,0,1,208,216,239,107,1810535208,1810535236,1810533272,152,139,234,107,96,164,234,107
262170,4,350,0,1,112,216,239,107,1810881944,1810880600,1810533272,152,139,234,107,96,164,234,107
65537,2307,1450,0,1,228,223,239,107,1810882508,1810882484,1810533272,152,139,234,107,96,164,234,107
16843009,4000,257,257,0,194,1,0,1,0,1810882472,1810882460,50,0,0,0,0,0,0,0
1060320051,94,97,93,96,2,0,0,0,0,0,1115422720,0,0,200,65,0,0,4,67
65538,4099,775,0,1,132,223,239,107,1810882412,1810882388,1810533272,152,139,234,107,96,164,234,107
16843009,2500,257,257,0,150,0,8,2,0,1810882376,1810882364,51,0,0,0,0,0,0,0
131075,2819,3550,0,1,36,223,239,107,1810882316,1810882292,1810533272,152,139,234,107,96,164,234,107
16843009,5000,257,257,0,200,0,0,1,0,1810882280,1810882268,52,0,0,0,0,0,0,0
131076,4355,3850,0,1,196,222,239,107,1810882220,1810882196,1810533272,152,139,234,107,96,164,234,107
0,4500,0,256,0,188,2,9,4,0,1810882184,1810882172,51,0,0,0,0,0,0,0
65541,2563,300,0,1,100,222,239,107,1810882124,1810882100,1810533272,152,139,234,107,96,164,234,107
16843009,3000,257,257,0,208,7,0,0,1,1810882088,1810882076,5,0,0,0,0,0,0,0
131078,4867,600,0,1,4,222,239,107,1810882028,1810882004,1810533272,152,139,234,107,96,164,234,107
131079,3588,350,0,1,176,221,239,107,1810881944,1810881920,1810533272,152,139,234,107,96,164,234,107
65545,3075,2800,0,1,8,221,239,107,1810881776,1810881752,1810533272,152,139,234,107,96,164,234,107
16843009,5500,257,257,0,88,2,0,1,0,1810882280,1810881596,52,0,0,0,0,0,0,0
0,6000,1,256,0,32,3,9,5,0,1810881536,1810881524,53,0,0,0,0,0,0,0
16777216,6500,0,1,0,136,19,0,0,1,1810881464,1810533272,13,0,0,0,0,0,0,68
131088,3331,5600,0,1,52,219,239,107,1810881308,1810881284,1810533272,152,139,234,107,96,164,234,107
16843009,8000,257,257,0,220,5,0,1,0,1810882280,1810881272,56,0,0,0,0,0,0,0
16843009,3500,257,257,0,244,1,0,1,0,1810882472,1810881212,57,0,0,0,0,0,0,0
16843009,2700,257,257,0,194,1,8,2,0,1810882376,1810881152,51,0,0,0,0,0,0,0
262165,4611,1000,0,1,240,217,239,107,1810882220,1810880984,1810533272,152,139,234,107,96,164,234,107
22,3861,3600,0,0,156,217,239,107,1810533272,1810533272,1810533272,152,139,234,107,152,139,234,107
262167,5123,3400,0,1,100,217,239,107,1810880844,1810880800,1810533272,152,139,234,107,8,217,239,107
65560,5635,3400,0,1,208,216,239,107,1810535208,1810535236,1810533272,152,139,234,107,96,164,234,107
262170,4,350,0,1,112,216,239,107,1810881944,1810880600,1810533272,152,139,234,107,96,164,234,107
65537,2307,1450,0,1,228,223,239,107,1810882508,1810882484,1810533272,152,139,234,107,96,164,234,107
16843009,4000,257,257,0,194,1,0,1,0,1810882472,1810882460,50,0,0,0,0,0,0,0
1060320051,94,97,93,96,2,0,0,0,0,0,1115422720,0,0,200,65,0,0,4,67
65538,4099,775,0,1,132,223,239,107,1810882412,1810882388,1810533272,152,139,234,107,96,164,234,107
16843009,2500,257,257,0,150,0,8,2,0,1810882376,1810882364,51,0,0,0,0,0,0,0
131075,2819,3550,0,1,36,223,239,107,1810882316,1810882292,1810533272,152,139,234,107,96,164,234,107
16843009,5000,257,257,0,200,0,0,1,0,1810882280,1810882268,52,0,0,0,0,0,0,0
131076,4355,3850,0,1,196,222,239,107,1810882220,1810882196,1810533272,152,139,234,107,96,164,234,107
0,4500,0,256,0,188,2,9,4,0,1810882184,1810882172,51,0,0,0,0,0,0,0
65541,2563,300,0,1,100,222,239,107,1810882124,1810882100,1810533272,152,139,234,107,96,164,234,107
16843009,3000,257,257,0,208,7,0,0,1,1810882088,1810882076,5,0,0,0,0,0,0,0
131078,4867,600,0,1,4,222,239,107,1810882028,1810882004,1810533272,152,139,234,107,96,164,234,107
131079,3588,350,0,1,176,221,239,107,1810881944,1810881920,1810533272,152,139,234,107,96,164,234,107
65545,3075,2800,0,1,8,221,239,107,1810881776,1810881752,1810533272,152,139,234,107,96,164,234,107
16843009,5500,257,257,0,88,2,0,1,0,1810882280,1810881596,52,0,0,0,0,0,0,0
0,6000,1,256,0,32,3,9,5,0,1810881536,1810881524,53,0,0,0,0,0,0,0
16777216,6500,0,1,0,136,19,0,0,1,1810881464,1810533272,13,0,0,0,0,0,0,68
131088,3331,5600,0,1,52,219,239,107,1810881308,1810881284,1810533272,152,139,234,107,96,164,234,107
16843009,8000,257,257,0,220,5,0,1,0,1810882280,1810881272,56,0,0,0,0,0,0,0
16843009,3500,257,257,0,244,1,0,1,0,1810882472,1810881212,57,0,0,0,0,0,0,0
16843009,2700,257,257,0,194,1,8,2,0,1810882376,1810881152,51,0,0,0,0,0,0,0
